Wall time,Step,Value
1659055968.9204812,19000,-2.640857219696045
1659056013.1733756,25000,-1.2699999809265137
1659056132.0108533,41000,-4.198571681976318
1659056146.1952014,43000,-1.1885833740234375
1659056167.4945934,46000,-2.2408502101898193
1659056245.664242,57000,-1.3467857837677002
1659056351.8926964,72000,2.377333164215088
1659056373.1583257,75000,-1.4383333921432495
1659056516.7789283,95000,-1.3253333568572998
1659056603.1419554,107000,-1.146375060081482
1659056746.5397742,127000,-1.5399999618530273
1659056955.291731,156000,-1.135312557220459
1659056977.068827,159000,-54.46260452270508
1659057041.543928,168000,-0.5036428570747375
1659057161.958276,185000,-1.5191667079925537
1659057175.9419286,187000,-0.15380005538463593
1659057491.0531158,231000,-1.127166748046875
1659057525.6812565,236000,-0.9990000128746033
1659057631.7992332,251000,-1.0006250143051147
1659057673.2193573,257000,-8.833000183105469
1659057707.9813855,262000,-20.99066734313965
1659057757.283158,269000,-1.1373333930969238
1659057798.9702148,275000,-0.9986667037010193
1659058047.5406551,310000,-1.1096667051315308
1659058061.9688337,312000,-1.1597000360488892
1659058119.6714501,320000,-2.3937501907348633
1659058276.068914,341000,-4.847625255584717
1659058334.3940637,349000,0.734333336353302
1659058515.051802,369000,-180.93301391601562
1659058990.036071,423000,-1.3139166831970215
1659058997.4184515,424000,-5.880500316619873
1659059128.5997865,441000,-346.7372131347656
1659059149.5423598,444000,-1.1841000318527222
1659059171.3755617,447000,-4.971700191497803
1659059289.747561,462000,-1.318666696548462
1659059312.3136897,465000,-1.2590000629425049
1659059319.6722445,466000,-1.1435000896453857
1659059392.8947797,476000,-154.71934509277344
1659059531.8259552,495000,-5.289600372314453
1659059714.3579514,516000,-1.1267499923706055
1659059853.5055418,533000,-1.378000020980835
1659059892.0002327,538000,-11.351800918579102
1659060123.7392385,565000,-1.280166745185852
1659060211.0257704,575000,-1.6437500715255737
1659060263.5948386,581000,-1.2198749780654907
1659060323.9541655,588000,-1.0358333587646484
1659060332.8688803,589000,-0.9988333582878113
1659060621.580081,622000,-0.9980000257492065
1659060637.9509232,624000,-1.0059000253677368
1659060731.3401642,636000,-1.0744166374206543
1659060785.7406495,643000,-1.0
1659060792.8773592,644000,-1.4800000190734863
1659060807.6291323,646000,-1.0005000829696655
1659060830.8042006,649000,-0.9988333582878113
1659060850.2614899,651000,-1.0028749704360962
1659060951.1836665,663000,-1.3311667442321777
1659061028.9383562,673000,-1.0
1659061375.999314,716000,-0.999250054359436
1659061445.3137932,724000,-0.999333381652832
1659061514.6509287,732000,-0.9988333582878113
1659061595.0618787,741000,-0.9990000128746033
1659061697.0949311,754000,-0.9988333582878113
1659061728.2876806,758000,-1.0
