Wall time,Step,Value
1661592365.8979144,1000,3.0
1661592366.1311104,2000,0.0
1661592366.5134778,3000,0.0
1661592366.826848,4000,0.0
1661592367.3184133,5000,0.0
1661592368.63564,6000,0.0
1661592372.307742,7000,0.0
1661592379.2527995,8000,4.0
1661592396.1428318,9000,1.600000023841858
1661592401.1769524,10000,0.5
1661592401.401946,11000,0.0
1661592401.8280632,12000,1.25
1661592402.3946693,13000,2.25
1661592405.681019,14000,0.0
1661592411.4760294,15000,2.5999999046325684
1661592420.1030993,16000,1.0
1661592429.409154,17000,-0.5
1661592433.729123,18000,3.5
1661592437.0361142,19000,1.3333333730697632
1661592437.6413562,20000,0.0
1661592494.0415642,21000,0.0
1661592499.981213,22000,3.0
1661592506.2531786,23000,0.0
1661592515.21728,24000,0.75
1661592520.799565,25000,-0.3333333432674408
1661592523.7887974,26000,1.0
1661592529.4857218,27000,0.75
1661592530.3736699,28000,0.0
1661592535.0968761,29000,-0.5
1661592538.7415857,30000,-0.5
1661592542.223139,31000,-0.75
1661592546.6451466,32000,3.3333332538604736
1661592563.970907,33000,0.625
1661592568.9590166,34000,-1.0
1661592576.9478264,35000,1.6666666269302368
1661592581.703334,36000,-0.3333333432674408
1661592587.424969,37000,0.75
1661592590.5691748,38000,-0.3333333432674408
1661592602.1643395,39000,1.7999999523162842
1661592602.839989,40000,0.0
1661592617.9151328,41000,-1.0
1661592692.1959755,42000,0.75
1661592696.2561626,43000,-0.3333333432674408
1661592698.4901452,44000,-0.3333333432674408
1661592702.6653323,45000,0.0
1661592705.9002674,46000,-0.3333333432674408
1661592717.1636167,47000,1.6666666269302368
1661592724.744222,48000,-0.5
1661592730.2644753,49000,1.6666666269302368
1661592734.943695,50000,1.600000023841858
1661592739.406173,51000,2.799999952316284
1661592744.200047,52000,0.0
1661592750.7186012,53000,1.0
1661592752.1035995,54000,-0.5
1661592768.050673,55000,1.7777777910232544
1661592775.4825222,56000,0.20000000298023224
1661592778.9726198,57000,-0.6666666865348816
1661592794.4301867,58000,-0.75
1661592805.100675,59000,-0.6000000238418579
1661592812.4022136,60000,-0.5
1661592815.0540147,61000,-0.6666666865348816
1661592899.0925858,62000,0.1428571492433548
1661592904.1112885,63000,0.75
1661592907.3220503,64000,-0.3333333432674408
1661592912.9134793,65000,1.3333333730697632
1661592918.0810878,66000,0.75
1661592924.0244708,67000,-0.75
1661592936.4484773,68000,0.4444444477558136
1661592938.8623958,69000,-0.5
1661592949.9586153,70000,-0.5
1661592954.9922843,71000,-0.6666666865348816
1661592959.5914853,72000,-0.5
1661592968.4242182,73000,0.3333333432674408
1661592979.6281033,74000,-0.800000011920929
1661592983.0509236,75000,-0.5
1661592995.4522998,76000,0.3333333432674408
1661592999.7685802,77000,0.0
1661593016.7284951,78000,-0.25
1661593025.0580294,79000,-0.75
1661593033.0965683,80000,-0.3333333432674408
1661593041.144962,81000,-0.3333333432674408
1661593051.3645134,82000,0.75
1661593129.6194715,83000,-0.6666666865348816
1661593137.1682572,84000,-0.3333333432674408
1661593141.8228922,85000,1.7999999523162842
1661593149.2504475,86000,1.0
1661593159.1269183,87000,1.6666666269302368
1661593160.5560682,88000,0.0
1661593176.6585722,89000,-0.6666666865348816
1661593189.8808682,90000,1.0
1661593195.13934,91000,-0.5
1661593201.4768233,92000,2.25
1661593206.8025746,93000,-0.3333333432674408
1661593211.2505815,94000,1.6666666269302368
1661593217.9852898,95000,1.7999999523162842
1661593245.3299232,96000,3.5
1661593256.2877839,97000,1.6666666269302368
1661593262.6332924,98000,1.0
1661593269.0457706,99000,-0.3333333432674408
1661593273.2391636,100000,2.25
1661593277.844693,101000,3.3333332538604736
1661593288.0351748,102000,1.0
1661593293.2334578,103000,-0.5
1661593382.4150786,104000,0.6000000238418579
1661593390.0568483,105000,1.3333333730697632
1661593398.0068839,106000,-0.6666666865348816
1661593398.8431537,107000,-0.5
1661593407.4066415,108000,-0.5
1661593412.3931637,109000,0.75
1661593427.8547473,110000,-0.5
1661593436.4466283,111000,1.3333333730697632
1661593444.0717235,112000,-0.5
1661593460.8204873,113000,-1.0
1661593470.454955,114000,1.6666666269302368
1661593473.9353874,115000,0.0
1661593482.7737715,116000,1.6666666269302368
1661593492.4969714,117000,2.0
1661593502.1857371,118000,-0.75
1661593515.5897753,119000,0.0
1661593523.3207529,120000,-0.3333333432674408
1661593535.5415835,121000,1.6666666269302368
1661593544.2041888,122000,0.75
1661593559.0068948,123000,0.75
1661593662.0280938,124000,0.0
1661593671.5830956,125000,-0.5
1661593672.7968273,126000,0.0
1661593679.9931853,127000,3.799999952316284
1661593681.8453438,128000,1.3333333730697632
1661593697.2915573,129000,0.5
1661593706.0593596,130000,1.0
1661593717.677855,131000,0.0
1661593731.826374,132000,1.0
1661593745.9155672,133000,-0.3333333432674408
1661593750.5630603,134000,1.6666666269302368
1661593758.1691475,135000,1.6666666269302368
1661593759.9079213,136000,0.0
1661593778.3119838,137000,-0.800000011920929
1661593780.83847,138000,-0.3333333432674408
1661593786.4627829,139000,3.0
1661593807.520537,140000,-0.3333333432674408
1661593826.757621,141000,-1.0
1661593832.9279237,142000,-1.0
1661593841.8763108,143000,1.6666666269302368
1661593846.6276045,144000,1.0
1661593952.7553537,145000,0.75
1661593957.155811,146000,1.6666666269302368
1661593960.5002687,147000,-0.6666666865348816
1661593973.3060257,148000,-0.75
1661593993.3365452,149000,1.600000023841858
1661594000.5777793,150000,-0.6666666865348816
1661594012.8882687,151000,1.0
1661594022.08813,152000,3.1666667461395264
1661594033.3834107,153000,2.5
1661594038.4122448,154000,1.0
1661594049.8567557,155000,0.0
1661594067.8955314,156000,0.4000000059604645
1661594071.9545686,157000,1.3333333730697632
1661594093.6568892,158000,2.5
1661594097.9608626,159000,-0.6666666865348816
1661594107.1149232,160000,-0.3333333432674408
1661594123.9389143,161000,2.1666667461395264
1661594125.4401631,162000,-0.3333333432674408
1661594143.142181,163000,1.3333333730697632
1661594160.9564326,164000,-0.6666666865348816
1661594262.78764,165000,-0.3333333432674408
1661594274.2300086,166000,1.0
1661594276.81833,167000,0.0
1661594287.2213452,168000,1.25
1661594296.496723,169000,0.0
1661594306.6578786,170000,1.7142857313156128
1661594313.5643575,171000,2.5
1661594322.8251002,172000,0.0
1661594335.1074517,173000,-0.6666666865348816
1661594345.1908813,174000,-0.5
1661594362.798482,175000,2.25
1661594377.3233938,176000,1.25
1661594387.7999954,177000,1.399999976158142
1661594389.2979782,178000,1.0
1661594405.306651,179000,0.6000000238418579
1661594416.3482018,180000,0.0
1661594429.780118,181000,-0.5
1661594438.3269463,182000,1.6666666269302368
1661594457.0209956,183000,1.6666666269302368
1661594458.5135481,184000,-0.6666666865348816
1661594470.7967324,185000,0.75
1661594578.1004853,186000,-0.3333333432674408
1661594582.16193,187000,-0.6666666865348816
1661594586.2497907,188000,0.6000000238418579
1661594596.9467077,189000,2.25
1661594609.5800989,190000,0.6000000238418579
1661594624.3210857,191000,1.600000023841858
1661594635.0158644,192000,-0.3333333432674408
1661594642.3206136,193000,1.3333333730697632
1661594675.4451234,194000,1.7999999523162842
1661594676.3315268,195000,0.0
1661594692.3340044,196000,0.3333333432674408
1661594702.5846655,197000,-0.6666666865348816
1661594714.4527245,198000,2.5
1661594722.512131,199000,0.75
1661594728.4932597,200000,-0.3333333432674408
1661594789.5894825,201000,2.125
1661594810.6206574,202000,1.0
1661594834.883273,203000,0.5
1661594842.087233,204000,0.75
1661594842.3685534,205000,0.0
1661594948.6225646,206000,1.25
1661594957.7871802,207000,-0.3333333432674408
1661594963.7903302,208000,-0.3333333432674408
1661594974.550995,209000,-1.0
1661594989.440597,210000,0.4000000059604645
1661594994.767575,211000,1.0
1661595007.2004516,212000,-0.5
1661595026.2322724,213000,2.25
1661595030.29299,214000,0.0
1661595064.1724703,215000,0.0
1661595072.5630407,216000,1.0
1661595086.395198,217000,1.3333333730697632
1661595092.3272488,218000,0.0
1661595096.7870638,219000,-0.3333333432674408
1661595101.9050803,220000,0.0
1661595118.4930923,221000,1.7142857313156128
1661595121.8601177,222000,0.0
1661595154.4936814,223000,1.7999999523162842
1661595160.9215138,224000,1.3333333730697632
1661595168.1052055,225000,-0.3333333432674408
1661595179.310886,226000,1.600000023841858
1661595266.231685,227000,2.5
1661595273.3348715,228000,-0.25
1661595280.5614305,229000,-0.5
1661595286.5517828,230000,1.7999999523162842
1661595309.6826751,231000,2.5999999046325684
1661595316.649434,232000,1.0
1661595324.69598,233000,0.0
1661595335.6426952,234000,0.0
1661595343.7921536,235000,0.0
1661595375.4393842,236000,1.3333333730697632
1661595382.8612518,237000,1.0
1661595397.8591838,238000,-0.3333333432674408
1661595404.8083181,239000,-0.5
1661595415.6993728,240000,2.0
1661595421.597381,241000,3.0
1661595431.7813737,242000,1.6666666269302368
1661595444.1606126,243000,-0.5
1661595463.5732956,244000,-0.5
1661595466.3208725,245000,0.0
1661595483.8734083,246000,0.0
1661595505.135671,247000,0.4000000059604645
1661595595.0040002,248000,1.6666666269302368
1661595595.747444,249000,0.0
1661595606.2140112,250000,0.0
1661595612.368957,251000,3.3333332538604736
1661595622.4149566,252000,2.799999952316284
1661595626.9366724,253000,-0.3333333432674408
1661595645.5366325,254000,-0.5
1661595668.0251217,255000,1.0
1661595671.6426005,256000,-0.5
1661595680.7453291,257000,0.0
1661595696.6639402,258000,1.600000023841858
1661595715.6786988,259000,2.5
1661595727.2080905,260000,2.25
1661595731.5078604,261000,0.0
1661595756.9107137,262000,1.25
1661595766.9018283,263000,0.0
1661595774.82463,264000,1.0
1661595786.4307106,265000,1.6666666269302368
1661595788.3508089,266000,0.0
1661595811.17678,267000,-0.25
1661595822.0758739,268000,1.6666666269302368
1661595914.9738746,269000,1.25
1661595923.0679371,270000,-0.5
1661595934.9988673,271000,0.0
1661595941.2569547,272000,-0.3333333432674408
1661595953.2279415,273000,0.0
1661595958.6750236,274000,2.5
1661595976.9737535,275000,1.3333333730697632
1661595996.9741666,276000,0.0
1661596005.003947,277000,2.5
1661596026.2484922,278000,1.0
1661596042.0740047,279000,-0.3333333432674408
1661596049.3386738,280000,0.0
