Wall time,Step,Value
1653726502.635343,1000,-1.0172619819641113
1653726519.7978218,2000,-1.023674726486206
1653726537.2170362,3000,-1.0232499837875366
1653726554.7571397,4000,-1.017350435256958
1653726572.1977966,5000,-1.0019999742507935
1653726589.5699377,6000,-1.0
1653726607.599867,7000,-1.0
1653726625.1394317,8000,-1.0
1653726642.6457727,9000,-1.0
1653726660.1088378,10000,-1.0
1653726677.6809638,11000,2.42983341217041
1653726695.166527,12000,-0.023749940097332
1653726712.4939227,13000,0.16112488508224487
1653726729.956704,14000,0.5453333854675293
1653726747.4410596,15000,0.7335000038146973
1653726765.0371716,16000,-1.190250039100647
1653726782.7329245,17000,-1.4176666736602783
1653726800.3167005,18000,1.8214998245239258
1653726818.1238132,19000,-0.9980000257492065
1653726835.6740687,20000,1.8137500286102295
1653726853.1254184,21000,1.1109999418258667
1653726870.6533165,22000,1.1159999370574951
1653726888.2828426,23000,1.121000051498413
1653726905.7792277,24000,0.3049998879432678
1653726923.2410944,25000,-0.05450009927153587
1653726940.759021,26000,2.0426998138427734
1653726958.3892004,27000,2.6362500190734863
1653726975.862391,28000,-1.3725000619888306
1653726993.3578525,29000,-0.10850003361701965
1653727010.5417535,30000,-1.4455000162124634
1653727027.7492445,31000,1.1334999799728394
1653727044.6893878,32000,0.3597142994403839
1653727061.7291806,33000,-1.2772222757339478
1653727079.4848342,34000,-1.3575000762939453
1653727097.090831,35000,1.1861428022384644
1653727114.9092581,36000,1.2287856340408325
1653727132.393051,37000,0.1641874760389328
1653727149.8647022,38000,0.13319994509220123
1653727167.591562,39000,-0.5303125977516174
1653727184.9480402,40000,-0.45700007677078247
1653727202.8708708,41000,-0.48107144236564636
1653727232.7617621,42000,-0.1900000274181366
1653727250.5407646,43000,1.243499994277954
1653727268.7308698,44000,-1.1985000371932983
1653727287.694546,45000,-1.2031667232513428
1653727314.87091,46000,-1.4290000200271606
1653727372.220022,47000,-0.6260625123977661
1653727595.9660041,48000,0.3642142415046692
1653727771.372423,49000,0.5981666445732117
1653727857.232932,50000,2.677999973297119
1653727962.663278,51000,3.3610999584198
1653727988.7697804,52000,2.9892499446868896
1653728016.7664456,53000,0.4710000157356262
1653728065.029741,54000,-0.9990000128746033
1653728283.9152045,55000,-1.0698333978652954
1653728303.7320938,56000,0.2941249907016754
1653728322.8712409,57000,-0.16950006783008575
1653728343.7743404,58000,-1.3233333826065063
1653728375.7267644,59000,-1.5575000047683716
1653728411.4249198,60000,-1.5116666555404663
1653728474.131148,61000,-1.3356250524520874
1653728501.2606113,62000,-1.5816667079925537
1653728525.8011804,63000,-1.089500069618225
1653728548.5514746,64000,-1.1426666975021362
1653728572.2808897,65000,-1.2913333177566528
1653728595.1763768,66000,-1.2069000005722046
1653728615.64925,67000,0.3117499351501465
1653728635.7159517,68000,2.694499969482422
1653728828.7341666,69000,0.6754166483879089
1653728855.888183,70000,-1.340399980545044
1653728925.3654954,71000,1.3778750896453857
1653728952.6830385,72000,0.8231666088104248
1653728987.5904891,73000,-0.9980000257492065
1653729012.817864,74000,-1.3650000095367432
1653729035.6477513,75000,-1.1125000715255737
