Wall time,Step,Value
1676191876.3928003,1000,-0.6666666865348816
1676191896.4893305,2000,2.125
1676191910.5478203,3000,-0.75
1676191923.6095767,4000,-0.75
1676191941.1186388,5000,-0.3333333432674408
1676191953.0679758,6000,1.6666666269302368
1676191964.25704,7000,1.3333333730697632
1676191980.162767,8000,1.0
1676191994.3845828,9000,-1.0
1676192008.2458913,10000,0.75
1676192026.802463,11000,-0.6666666865348816
1676192037.3064177,12000,0.75
1676192055.0475082,13000,0.8571428656578064
1676192069.7532678,14000,-0.6666666865348816
1676192084.3781023,15000,-0.75
1676192101.1346793,16000,-0.75
1676192110.4207914,17000,-0.3333333432674408
1676192128.3453186,18000,1.0
1676192140.199598,19000,0.0
1676192154.9044776,20000,0.3333333432674408
1676192180.9957476,21000,0.75
1676192196.8237054,22000,-1.0
1676192213.0774183,23000,-0.5
1676192225.286981,24000,0.75
1676192244.7244198,25000,2.0
1676192255.5168345,26000,0.0
1676192272.4812944,27000,3.1666667461395264
1676192286.5404105,28000,-0.800000011920929
1676192300.3051765,29000,0.3333333432674408
1676192315.0083098,30000,-0.3333333432674408
1676192332.6904755,31000,1.1666666269302368
1676192342.8724937,32000,3.75
1676192361.0700583,33000,-0.8888888955116272
1676192374.938754,34000,-1.0
1676192393.1732986,35000,0.20000000298023224
1676192409.1996405,36000,0.8571428656578064
1676192423.21421,37000,-0.3333333432674408
1676192437.2412817,38000,1.0
1676192449.3680167,39000,-0.75
1676192464.7730956,40000,-0.75
1676192481.863796,41000,2.1666667461395264
1676192506.8681118,42000,2.25
1676192520.2076557,43000,0.20000000298023224
1676192537.9599288,44000,1.1666666269302368
1676192551.3532555,45000,-0.8333333134651184
1676192563.9171574,46000,-0.8333333134651184
1676192576.38639,47000,-0.25
1676192590.7767105,48000,0.3333333432674408
1676192606.029447,49000,-1.0
1676192620.2493808,50000,1.600000023841858
1676192632.975824,51000,-0.2222222238779068
1676192650.5422685,52000,-0.5
1676192662.6442297,53000,1.0
1676192678.1645198,54000,-0.75
1676192689.333291,55000,0.0
1676192702.207837,56000,-0.8999999761581421
1676192719.0127583,57000,-0.1428571492433548
1676192730.772087,58000,-0.25
1676192744.4068296,59000,-0.3333333432674408
1676192758.9080317,60000,0.0
1676192775.4865677,61000,-0.3333333432674408
1676192796.014653,62000,-0.800000011920929
1676192813.3320909,63000,0.4000000059604645
1676192824.8632276,64000,-1.0
1676192837.6134958,65000,-0.3333333432674408
1676192852.539318,66000,0.6000000238418579
1676192866.8207562,67000,1.7777777910232544
1676192877.9378335,68000,0.30000001192092896
1676192896.3324192,69000,-0.8333333134651184
1676192909.7816231,70000,1.0
1676192922.9951627,71000,1.25
1676192935.651936,72000,1.7999999523162842
1676192950.1721299,73000,0.1666666716337204
1676192965.804079,74000,-0.25
1676192983.5636055,75000,1.25
1676192995.9639862,76000,1.6666666269302368
1676193013.0215695,77000,1.8181818723678589
1676193027.8056386,78000,-0.875
1676193044.6399665,79000,2.5
1676193058.753473,80000,-0.25
1676193073.9771595,81000,-1.0
1676193090.6251285,82000,-0.7777777910232544
1676193114.7589612,83000,1.5714285373687744
1676193131.022643,84000,2.5
1676193148.3171597,85000,3.777777671813965
1676193160.3229067,86000,3.75
1676193174.3070152,87000,1.3333333730697632
1676193189.0713437,88000,2.1666667461395264
1676193206.2390413,89000,2.909090995788574
1676193223.889906,90000,0.75
1676193234.241908,91000,1.0
1676193254.1733258,92000,1.375
1676193266.5028358,93000,3.5
1676193278.9223504,94000,1.25
1676193291.9117343,95000,-0.5
1676193307.6873407,96000,0.800000011920929
1676193321.9057653,97000,0.20000000298023224
1676193336.4831817,98000,-0.800000011920929
1676193348.2974007,99000,2.799999952316284
1676193362.9165697,100000,-0.75
1676193378.89979,101000,1.3333333730697632
1676193390.8780887,102000,2.875
1676193408.4413471,103000,1.600000023841858
1676193429.8471768,104000,0.4000000059604645
1676193444.7389681,105000,0.1428571492433548
1676193465.0954602,106000,-0.6666666865348816
1676193475.1493046,107000,-0.75
1676193492.4607198,108000,0.4444444477558136
1676193510.2943814,109000,0.75
1676193522.111421,110000,1.3333333730697632
1676193539.2463155,111000,1.0
1676193551.9947767,112000,-0.3333333432674408
1676193566.5113246,113000,2.25
1676193581.0939245,114000,4.0
1676193598.1738126,115000,1.3333333730697632
1676193612.6404083,116000,2.75
1676193629.1513863,117000,0.75
1676193649.4639106,118000,3.1666667461395264
1676193662.8334615,119000,1.0
1676193676.2767851,120000,0.6000000238418579
1676193692.718893,121000,1.600000023841858
1676193706.5891912,122000,0.800000011920929
1676193722.1377876,123000,3.1666667461395264
1676193751.4340158,124000,3.7142856121063232
1676193762.9673812,125000,2.1666667461395264
1676193783.206789,126000,0.6000000238418579
1676193795.6465685,127000,1.7999999523162842
1676193807.726915,128000,3.0
1676193822.454897,129000,2.7142856121063232
1676193838.9894814,130000,2.444444417953491
1676193852.7131104,131000,3.3333332538604736
1676193869.6192808,132000,2.5
